 q-point No.           q_x           q_y           q_z  q-path length
 q-point No.           q_x           q_y           q_z  q-path length
          14      0.000000      0.342105      0.000000       0.054181
 frequencies
branch index         f[THz]      f[2PiTHz]        f[cm-1]         f[meV]
           1       0.730650       4.590811      24.371868       3.021725
           2       2.649882      16.649701      88.390558      10.959028
           3       5.701443      35.823222     190.179663      23.579262
           4       6.951187      43.675594     231.866631      28.747785
           5       7.078348      44.474575     236.108290      29.273684
           6       7.683424      48.276379     256.291452      31.776076
           7       7.910059      49.700363     263.851152      32.713359
           8       8.048465      50.569995     268.467884      33.285760
           9       9.356230      58.786929     312.090251      38.694242
          10       9.736176      61.174194     324.763856      40.265568
          11      10.301421      64.725734     343.618404      42.603233
          12      11.217785      70.483423     374.185039      46.393011
          13      12.650304      79.484203     421.968715      52.317429
          14      13.190748      82.879914     439.995996      54.552526
          15      13.647794      85.751621     455.241417      56.442717
          16      14.101307      88.601123     470.368964      58.318293
          17      17.333974     108.912570     578.199133      71.687524
          18      18.060044     113.474600     602.418210      74.690305
          19      18.172900     114.183695     606.182680      75.157040
          20      18.182019     114.240994     606.486871      75.194755
          21      18.527072     116.409027     617.996607      76.621779
          22      18.984522     119.283270     633.255493      78.513639
          23      20.009054     125.720593     667.430197      82.750761
          24      20.314117     127.637361     677.606005      84.012399
          25      20.937847     131.556370     698.411387      86.591937
          26      21.121944     132.713085     704.552199      87.353300
          27      21.539978     135.339672     718.496321      89.082150
